"division","Familie","species_GermanSL","forest","ind_L","ind_T","ind_K","ind_F","ind_R","ind_N","sub_soil","sub_rock","sub_wood","sub_bark","hemeroby","growth_form","stems","shoot_length","life_form","life_strat","life_strat2","protonema","hyalin_hairp","dominants","dist_gamet","dist_gamet2","seta_length","capsule_pos","capsule_peris","spores","ornament","fruit_freq","fruit_seas","veg_tub","veg_gem","veg_bulb","veg_bran","veg_leav"
"Marchantiophyta","Jungermanniaceae","Leiocolea badensis","M2.2","Ind","3","6","7","9",2,1,0,0,0,3,"P","procumbent",11.8,"mat","c","",0,0,0,"Dioicous","","","erect",1,13.5,"","frequent","spring to winter",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Leiocolea bantriensis","M2.2","5","2","6","8","8",2,1,1,0,0,3,"P","procumbent",6,"mat","c","",0,0,0,"Dioicous","","","erect",1,14,"","rare","summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Leiocolea heterocolpos","M1.2","4","2","6","6","7",2,1,1,0,0,2,"P","procumbent to erect",25,"turf","c","",0,0,0,"Dioicous","","","erect",1,14,"","","",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia ascendens","M1.1","4","3","7","6","2",NA,0,0,1,0,2,"P","ascending",0.7,"turf","c","",0,0,0,"Dioicous","","","erect",1,9.5,"","rare","",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia bicrenata","M2.2","8","Ind","4","3","2",1,1,1,0,0,4,"P","procumbent",0.4,"turf","c","",0,0,0,"Monoicous","Paroicous","3","erect",1,14,"","frequent","spring to winter",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia capitata subsp. laxa","","","","","","",NA,0,0,1,0,2,"P","ascending to erect",2,"turf","c","",0,0,0,"Dioicous","","3","erect",1,14,"","","",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia excisa","M2.2","7","3","6","5","5",2,1,1,0,0,6,"P","procumbent to ascending",1.25,"turf","c","p",0,0,0,"Monoicous","Paroicous","3","erect",1,14,"","frequent","spring to summer",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia incisa","M2.1","6","2","6","6","2",1,1,1,1,0,2,"P","procumbent to erect",0.9,"turf","c","",0,0,0,"Dioicous","","3","erect",1,13.5,"","very rare","summer",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia longidens","M1.2","7","3","6","6","2",2,0,1,0,1,2,"P","procumbent to erect",1.75,"turf","c","",0,0,0,"Dioicous","","3","erect",1,14,"","rare","summer to autumn",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia longiflora","M2.1","4","3","6","7","2",2,1,1,0,0,3,"P","decumbent to erect",1.25,"turf","c","",0,NA,0,"Dioicous","","3","erect",1,14,"","very rare","summer",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia obtusa","M1.2","6","2","6","6","3",2,1,1,0,0,2,"P","procumbent",3.25,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,14,"","rare","",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia sudetica","M2.2","9","3","6","7","2",1,1,1,0,0,4,"P","procumbent to ascending",1.5,"turf","c","",0,0,0,"Dioicous","","3","erect",1,14,"","rare","autumn",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia ventricosa","M2.1","Ind","Ind","Ind","Ind","Ind",2,1,1,1,0,3,"P","procumbent to erect",2,"turf","c","p",0,0,0,"Dioicous","","3","erect",1,14,"","rare","winter to spring",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Lophozia wenzelii","M2.1","6","2","6","6","2",1,1,1,0,0,3,"P","procumbent to ascending",3.25,"turf","c","",0,0,0,"Dioicous","","3","erect",1,14,"","rare","",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Mylia anomala","M2.2","8","2","6","8","1",1,1,0,1,0,3,"P","procumbent",4,"turf","c","",0,0,0,"Dioicous","","","erect",1,16.5,"papillose","rare","summer",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Mylia taylorii","M1.1","7","2","3","6","1",2,1,1,1,0,2,"P","ascending to erect",7,"turf","p","",0,0,0,"Dioicous","","","erect",1,16.5,"papillose","occasional","summer",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Nardia compressa","M1.1","8","3","3","9","2",1,1,1,0,0,2,"P","erect",0.4,"mat","p","",0,0,0,"Dioicous","","","erect",1,11.5,"","occasional","spring to summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Nardia geoscyphus","M1.2","8","2","6","6","2",2,1,1,0,0,3,"P","procumbent",1.15,"turf","c","",0,0,0,"Monoicous","Paroicous","","erect",1,15,"","frequent","spring to summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Nardia insecta","M2.1","4","5","7","7","3",1,1,0,0,0,3,"P","procumbent",1.15,"turf","l","",0,0,0,"Monoicous","Paroicous","","erect",1,15,"","frequent","spring to summer",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Nardia scalaris","M2.1","8","3","5","6","4",1,1,1,0,0,5,"P","procumbent",2.75,"cushion","c","",0,0,0,"Dioicous","","","erect",1,15,"","occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Jungermanniaceae","Tritomaria exsecta","M1.1","5","3","5","6","1",2,0,1,1,1,3,"P","procumbent to ascending",1.25,"mat","p","",0,0,0,"Dioicous","","1","erect",1,10.5,"","","",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Tritomaria exsectiformis","M1.2","6","3","6","6","2",2,1,1,0,0,3,"P","procumbent to ascending",1.25,"mat","c","",0,0,0,"Dioicous","","1","erect",1,10.5,"","very rare","summer",0,1,0,0,0
"Marchantiophyta","Jungermanniaceae","Tritomaria quinquedentata","M2.1","Ind","Ind","Ind","Ind","Ind",2,1,1,0,0,3,"P","procumbent to ascending",4,"mat","p","c",0,0,0,"Dioicous","","3","erect",1,14,"","rare","summer",0,1,0,0,0
"Marchantiophyta","Lejeuneaceae","Cololejeunea calcarea","M1.1","4","3","4","7","9",2,0,1,0,0,2,"P","procumbent",2,"mat","l","",0,0,0,"Monoicous","Autoicous","","erect",1,16,"","frequent","spring to autumn",0,1,0,0,0
"Marchantiophyta","Lejeuneaceae","Cololejeunea minutissima","M1.1","Ind","Ind","Ind","Ind","Ind",4,0,0,0,1,2,"P","procumbent",0.5,"mat","l","",0,NA,0,"Monoicous","Autoicous","","erect",1,17,"","frequent","winter",0,1,0,0,0
"Marchantiophyta","Lejeuneaceae","Cololejeunea rossettiana","M1.1","4","6","5","6","9",3,0,1,0,0,2,"P","procumbent",0.2,"mat","c","",0,0,0,"Monoicous","Autoicous","","erect",1,NA,"","frequent","spring to autumn",0,1,0,0,0
"Marchantiophyta","Lejeuneaceae","Lejeunea cavifolia","M1.1","5","3","4","6","6",4,1,1,1,1,3,"P","procumbent",1.6,"turf","l","",0,0,0,"Monoicous","Autoicous","","erect",1,35.5,"","occasional","summer to winter",0,0,0,0,0
"Marchantiophyta","Lejeuneaceae","Microlejeunea ulicina","M1.1","5","5","3","5","3",3,0,0,0,1,2,"P","procumbent",0.6,"annual","l","",0,0,0,"Dioicous","","","erect",1,NA,"","","",0,0,0,1,0
"Marchantiophyta","Lepidoziaceae","Bazzania flaccida","M1.1","4","4","7","5","2",NA,1,1,1,1,2,"P","procumbent to erect",6,"turf","c","",0,0,0,"","","","",1,NA,"","","",0,0,0,0,1
"Marchantiophyta","Lepidoziaceae","Bazzania tricrenata","M1.2","5","2","6","6","5",2,1,1,0,0,2,"P","procumbent to erect",7,"turf","p","s",0,0,0,"Dioicous","","2","erect",1,17.5,"papillose","very rare","summer",0,0,0,0,0
"Marchantiophyta","Lepidoziaceae","Bazzania trilobata","M1.1","5","4","6","6","2",2,1,1,1,0,3,"P","procumbent to erect",6.5,"turf","p","c",0,0,0,"Dioicous","","2","erect",1,17.5,"grained","very rare","summer",0,0,0,0,1
"Marchantiophyta","Lepidoziaceae","Kurzia pauciflora","","","","","","",1,1,0,0,0,3,"P","procumbent to ascending",2.5,"turf","c","",0,0,0,"Dioicous","","","erect",1,11,"papillose","occasional","summer to spring",0,0,0,0,0
"Marchantiophyta","Lepidoziaceae","Kurzia sylvatica","M2.1","5","5","3","6","2",2,1,1,0,0,3,"P","procumbent to ascending",6,"mat","c","",0,0,0,"Dioicous","","","erect",1,14,"papillose","rare","spring to autumn",0,0,0,0,0
"Marchantiophyta","Lepidoziaceae","Kurzia trichoclados","M2.1","7","4","3","6","2",1,1,1,0,0,2,"P","procumbent to ascending",2.5,"turf","c","",0,0,0,"Dioicous","","","erect",1,11,"papillose","occasional","summer to autumn",0,0,1,0,0
"Marchantiophyta","Lepidoziaceae","Lepidozia cupressina","M2.2","4","5","2","6","2",2,0,1,0,0,2,"P","procumbent to decumbent",1.5,"weft","p","c",0,0,0,"Dioicous","","","erect",1,NA,"","","",0,0,0,0,0
"Marchantiophyta","Lepidoziaceae","Lepidozia reptans","M1.1","4","3","5","5","2",2,1,1,1,1,3,"P","procumbent",3,"turf","c","p",0,0,0,"Monoicous","Autoicous","","erect",1,13,"","occasional","winter to summer",0,0,0,0,0
"Marchantiophyta","Lophocoleaceae","Chiloscyphus pallescens","M2.1","5","3","6","8","7",4,1,0,1,0,3,"P","procumbent to ascending",5.5,"turf","p","c",0,NA,0,"Monoicous","Autoicous","3","pendulous",1,15,"","rare to occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Lophocoleaceae","Chiloscyphus polyanthos","M2.1","Ind","4","6","9","6",4,0,1,1,0,4,"P","procumbent to ascending",5.5,"turf","p","c",0,0,0,"Monoicous","Autoicous","3","pendulous",1,15,"grained","rare to occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Lophocoleaceae","Lophocolea bidentata","M2.1","7","3","5","6","5",3,1,1,1,1,5,"P","procumbent to erect",1.5,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,15,"flat","occasional","spring",0,0,0,0,0
"Marchantiophyta","Lophocoleaceae","Lophocolea fragrans","M1.1","Ind","Ind","Ind","Ind","Ind",3,0,1,0,1,2,"P","procumbent",3,"mat","p","",0,0,0,"Monoicous","Autoicous","","erect",1,13,"flat","frequent","winter to summer",0,0,0,0,0
"Marchantiophyta","Lophocoleaceae","Lophocolea heterophylla","M1.1","4","3","5","4","3",5,1,1,1,1,6,"P","procumbent",2.5,"turf","c","p",0,0,0,"Monoicous","Paroicous","3","erect",1,15,"flat","common","autumn to spring",0,1,0,0,0
"Marchantiophyta","Lophocoleaceae","Lophocolea minor","M2.2","6","3","7","5","8",NA,1,1,1,0,5,"P","procumbent",1.8,"weft","c","",0,0,0,"Dioicous","","","erect",1,10,"flat","very rare","",0,1,0,0,0
"Marchantiophyta","Lophocoleaceae","Lophocolea semiteres","M2.1","Ind","Ind","Ind","Ind","Ind",2,1,0,1,1,5,"P","procumbent",6,"weft","c","",0,NA,0,"Dioicous","","","erect",1,17.5,"","common","autumn to spring",0,1,0,0,0
"Marchantiophyta","Lunulariaceae","Lunularia cruciata","M2.2","7","8","4","6","6",7,1,1,0,0,6,"P","thalloid",3,"mat","p","",0,0,0,"Dioicous","","1","pendulous",1,18,"","rare","summer to autumn",0,1,0,0,0
"Marchantiophyta","Marchantiaceae","Marchantia polymorpha","M2.1","Ind","Ind","Ind","Ind","Ind",5,1,1,0,0,6,"P","thalloid",3,"mat","c","",0,0,0,"Dioicous","","1","pendulous",1,13,"flat","occasional","summer to autumn",0,1,0,0,0
"Marchantiophyta","Marchantiaceae","Marchantia polymorpha subsp. montivagans","","Ind","2","4","7","8",4,1,1,0,1,3,"P","thalloid",4,"mat","c","",0,NA,0,"Dioicous","","1","pendulous",1,13.5,"","rare","summer to autumn",0,1,0,0,0
"Marchantiophyta","Marchantiaceae","Marchantia polymorpha subsp. ruderalis","","Ind","Ind","Ind","Ind","Ind",7,1,1,0,0,6,"P","thalloid",3,"mat","c","",0,0,0,"Dioicous","","1","pendulous",1,13.5,"flat","rare","summer to autumn",0,1,0,0,0
"Marchantiophyta","Marchantiaceae","Preissia quadrata","M2.1","Ind","2","6","7","9",2,1,1,0,0,3,"P","thalloid",0.5,"mat","l","",0,0,0,"Dioicous or Monoicous","","2","pendulous",1,65,"grained","common","summer to winter",0,0,0,0,0
"Marchantiophyta","Metzgeriaceae","Apometzgeria pubescens","M1.1","4","3","6","6","7",3,0,1,0,1,2,"P","procumbent",6.5,"turf","c","",0,0,0,"Dioicous","","2","inclined",1,21,"","rare","",0,0,0,0,0
"Marchantiophyta","Metzgeriaceae","Metzgeria conjugata","M1.1","4","4","4","7","5",3,1,1,0,1,4,"P","procumbent",1.5,"mat","l","",0,0,0,"Monoicous","Autoicous","2","erect",1,20.5,"","rare","autumn to spring",0,0,0,0,0
"Marchantiophyta","Metzgeriaceae","Metzgeria fruticulosa","M1.1","4","5","2","5","5",5,0,0,0,1,2,"P","procumbent",4,"mat","l","",0,0,0,"Dioicous","","2","erect",1,24.5,"","very rare","autumn to winter",0,1,0,0,0
"Marchantiophyta","Metzgeriaceae","Metzgeria furcata","M2.1","5","3","5","4","6",3,1,1,1,1,3,"P","procumbent",5,"mat","p","",0,0,0,"Dioicous","","2","inclined",1,24.5,"","occasional","spring to winter",0,1,0,0,0
"Marchantiophyta","Metzgeriaceae","Metzgeria temperata","M1.1","4","6","2","5","3",3,0,1,0,1,4,"P","procumbent",3.2,"mat","l","",0,0,0,"Dioicous","","2","inclined",1,19.5,"","very rare","spring",0,1,0,0,0
"Marchantiophyta","Pallaviciniaceae","Moerckia blyttii","M2.2","8","2","4","8","2",1,1,0,0,0,2,"P","thalloid",1,"mat","l","s",0,0,0,"Dioicous","","","erect",1,37.5,"grained","rare","summer",0,0,0,0,0
"Marchantiophyta","Pallaviciniaceae","Moerckia hibernica","M2.1","7","3","6","7","8",2,1,1,0,0,2,"P","thalloid",0.2,"mat","l","",0,0,0,"Dioicous","","","erect",1,42,"grained","frequent","spring",0,0,0,0,0
"Marchantiophyta","Pallaviciniaceae","Pallavicinia lyellii","M2.1","6","6","3","8","6",3,1,0,0,0,3,"P","thalloid",11,"mat","s","",0,NA,0,"Dioicous","","","erect",1,23,"","rare","spring",0,0,0,0,0
"Marchantiophyta","Pelliaceae","Pellia endiviifolia","M2.1","Ind","4","5","8","9",4,1,1,0,0,4,"P","thalloid",20,"mat","c","",0,0,0,"Dioicous","","3","pendulous",1,68,"","rare","winter to spring",0,0,0,1,0
"Marchantiophyta","Pelliaceae","Pellia epiphylla","M2.1","Ind","4","5","8","5",4,1,1,1,0,3,"P","thalloid",15,"mat","c","",0,0,0,"Monoicous","","3","pendulous",1,98.5,"","very common","winter to spring",0,0,0,0,0
"Marchantiophyta","Pelliaceae","Pellia neesiana","M2.1","Ind","3","6","8","5",3,1,0,0,0,4,"P","thalloid",3,"mat","c","",0,0,0,"Dioicous","","3","pendulous",1,68,"","occasional","winter to spring",0,0,0,0,0
"Marchantiophyta","Plagiochilaceae","Pedinophyllum interruptum","M1.1","3","3","4","6","9",2,0,1,0,0,2,"P","procumbent",10,"weft","p","",0,0,0,"Monoicous","Autoicous","","erect",1,14,"","rare","spring",0,0,0,0,0
"Marchantiophyta","Plagiochilaceae","Plagiochila asplenioides","M1.1","4","4","5","6","6",4,1,1,1,0,3,"P","ascending",7.5,"turf","p","",0,0,0,"Dioicous","","2","erect",1,21,"flat","very rare","spring to summer",0,0,0,0,0
"Marchantiophyta","Plagiochilaceae","Plagiochila porelloides","M1.1","6","3","5","4","7",4,1,1,1,1,3,"P","ascending",4.25,"turf","p","s",0,0,0,"Dioicous","","2","erect",1,21,"flat","rare","spring",0,0,0,0,0
"Marchantiophyta","Plagiochilaceae","Plagiochila punctata","M1.1","4","5","1","6","2",2,0,1,0,0,2,"P","procumbent to ascending",12,"weft","p","",0,0,0,"Dioicous","","","erect",1,24,"","very rare","",0,0,0,0,1
"Marchantiophyta","Porellaceae","Porella arboris-vitae","M1.1","5","4","5","4","7",2,0,1,0,1,3,"P","procumbent",10,"turf","p","s",0,0,0,"Dioicous","","2","inclined",1,52,"","","",0,0,0,0,0
"Marchantiophyta","Porellaceae","Porella cordaeana","M1.1","5","2","5","6","6",3,0,1,1,0,2,"P","procumbent",10,"turf","p","s",0,0,0,"Dioicous","","1","inclined",1,52,"","rare","autumn",0,0,0,0,0
"Marchantiophyta","Porellaceae","Porella platyphylla","M1.1","5","3","5","4","6",3,1,1,0,1,3,"P","procumbent",8,"turf","p","s",0,0,0,"Dioicous","","1","inclined",1,52,"","very rare","summer to autumn",0,0,0,0,0
"Marchantiophyta","Pseudolepicoleaceae","Blepharostoma trichophyllum","M1.1","5","3","6","6","3",2,1,1,1,1,3,"P","procumbent to ascending",0.45,"turf","c","",0,0,0,"Monoicous","Synoicous or paroicous","2","erect",1,12,"","occasional to frequent","spring to summer",0,1,0,0,0
"Marchantiophyta","Ptilidiaceae","Ptilidium ciliare","M2.1","8","3","6","4","2",2,1,1,1,1,3,"P","decumbent to erect",0.75,"turf","l","",0,0,0,"Dioicous","","","erect",1,28.5,"","very rare","autumn",0,0,0,0,0
"Marchantiophyta","Ptilidiaceae","Ptilidium pulcherrimum","M1.1","7","3","6","5","2",3,1,1,1,1,3,"P","procumbent",2,"turf","s","",0,0,0,"Dioicous","","","erect",1,28.5,"","occasional","summer",0,0,0,0,0
"Marchantiophyta","Radulaceae","Radula complanata","M2.1","7","3","5","5","7",3,1,1,1,1,2,"P","procumbent",3.5,"turf","l","",0,0,0,"Monoicous","Paroicous","2","erect",1,32,"","common","spring to winter",0,1,0,0,0
"Marchantiophyta","Radulaceae","Radula lindenbergiana","M1.1","7","2","4","5","6",3,0,1,0,1,2,"P","procumbent",3.5,"mat","l","",0,0,0,"Dioicous","","","erect",1,33,"","rare","winter to summer",0,1,0,0,0
"Marchantiophyta","Ricciaceae","Riccia fluitans","M2.2","Ind","6","5","8","4",6,1,0,0,0,6,"P","thalloid",3,"mat","a","",0,0,0,"Dioicous","","","",0,65.5,"grained","rare","summer to autumn",0,0,0,0,0
"Marchantiophyta","Ricciaceae","Riccia gothica","M2.2","Ind","Ind","Ind","Ind","Ind",NA,1,1,0,0,3,"P","thalloid",0.5,"rosette","a","",0,NA,0,"Monoicous","","","",0,70,"","frequent","",0,0,0,0,0
"Marchantiophyta","Ricciaceae","Riccia rhenana","M2.2","6","6","5","9","6",6,1,0,0,0,4,"P","thalloid",1.5,"rosette","a","",0,0,0,"","","","",0,NA,"","","",0,0,0,0,0
"Marchantiophyta","Ricciaceae","Riccia sorocarpa","M2.2","9","Ind","5","5","5",4,1,0,0,0,5,"P","thalloid",1,"rosette","a","s",0,0,0,"Monoicous","","","",0,79.5,"papillose","common","winter",0,0,0,0,0
"Marchantiophyta","Ricciaceae","Ricciocarpos natans","M2.2","9","6","5","8","6",6,1,0,0,0,3,"P","thalloid",1,"mat","a","",0,0,0,"Monoicous","","","",0,49,"grained","very rare","summer",0,0,0,0,0
"Marchantiophyta","Scapaniaceae","Diplophyllum albicans","M2.1","4","Ind","4","4","2",1,1,1,0,0,4,"O","procumbent to erect",3,"turf","c","p",0,0,0,"Dioicous","","3","pendulous",1,15,"","frequent","winter to spring",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Diplophyllum obtusifolium","M2.1","6","4","4","7","2",1,1,1,0,0,5,"O","procumbent",1.25,"turf","c","",0,0,0,"Monoicous","Synoicous or paroicous","3","pendulous",1,15,"","common","spring",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Diplophyllum taxifolium","M2.2","4","1","6","6","2",1,1,1,1,0,2,"O","procumbent to ascending",1.75,"turf","c","",0,0,0,"Dioicous","","3","pendulous",1,15,"","very rare","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania aequiloba","M2.1","5","2","6","6","8",2,1,1,0,0,2,"P","ascending to erect",2.25,"turf","c","p",0,0,0,"Dioicous","","2","erect",1,14.5,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania apiculata","M1.1","4","3","7","6","3",NA,0,0,1,0,2,"P","ascending",0.5,"turf","c","p",0,0,0,"Dioicous","","","erect",1,9,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania aspera","M1.2","5","3","4","5","9",2,1,1,0,0,2,"P","ascending to erect",9,"weft","c","",0,0,0,"Dioicous","","","erect",1,17,"","rare","spring to summer",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania carinthiaca","M1.1","5","3","7","7","3",NA,0,0,1,0,2,"P","ascending to erect",0.5,"turf","c","",0,NA,0,"Dioicous","","","erect",1,NA,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania compacta","M2.1","7","6","4","5","2",2,1,1,0,0,4,"P","ascending to erect",2.5,"mat","l","",0,0,0,"Dioicous or Monoicous","Paroicous or autoicous","","erect",1,18.5,"","frequent","spring to winter",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania curta","M2.1","6","3","5","6","3",2,1,1,0,0,3,"P","procumbent",0.4,"turf","c","",0,0,0,"Dioicous","","3","erect",1,14,"","rare","summer",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania cuspiduligera","M2.2","6","2","6","6","8",2,1,1,0,0,2,"P","procumbent to ascending",1.65,"turf","c","",0,0,0,"Dioicous","","3","erect",1,15.5,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania helvetica","M2.2","7","2","7","6","6",NA,1,0,0,0,4,"P","procumbent to ascending",2,"turf","c","",0,NA,0,"Dioicous","","1","erect",1,18,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania irrigua","","","","","","",2,1,1,0,1,3,"P","ascending",0.75,"turf","c","",0,0,0,"Dioicous","","3","erect",1,16.5,"","very rare","winter",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania lingulata","M2.1","6","3","3","6","3",2,1,1,0,0,2,"P","ascending to erect",3.5,"mat","c","",0,NA,0,"Dioicous","","","erect",1,27.5,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania mucronata","M1.2","4","3","7","6","2",NA,1,1,0,0,2,"P","ascending to erect",1.2,"turf","c","",0,0,0,"Dioicous","","","erect",1,17,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania nemorea","M1.1","4","4","5","5","2",2,1,1,1,0,3,"P","ascending to erect",3.5,"turf","p","",0,0,0,"Dioicous","","3","erect",1,17,"","occasional","autumn to spring",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania obscura","","","","","","",NA,1,1,1,1,4,"P","ascending to erect",1.5,"turf","c","",0,NA,0,"Dioicous","","","erect",1,NA,"","","",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania paludosa","M2.2","8","2","6","8","4",2,1,0,0,0,2,"P","erect",7.5,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,18,"","","",0,0,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania scandica","M2.2","8","3","6","7","4",1,1,1,0,0,3,"P","procumbent to ascending",0.6,"turf","c","",0,NA,0,"Dioicous","","3","erect",1,18.5,"","rare","summer",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania subalpina","","","","","","",2,1,1,1,1,3,"P","ascending to erect",2.5,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,19,"","rare to occasional","spring to summer",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania uliginosa","","","","","","",2,1,1,1,1,2,"P","erect",10,"turf","p","c",0,0,0,"Dioicous","","3","erect",1,19.5,"","very rare","summer",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania umbrosa","M1.1","4","3","4","6","1",2,0,1,1,0,3,"P","ascending",1.6,"turf","c","p",0,0,0,"Dioicous","","3","erect",1,20,"","rare","winter to spring",0,1,0,0,0
"Marchantiophyta","Scapaniaceae","Scapania undulata","M2.1","Ind","3","5","9","5",2,1,1,1,1,3,"P","ascending to erect",5.5,"cushion","p","c",0,0,0,"Dioicous","","3","erect",1,20.5,"","occasional","winter to spring",0,1,0,0,0
"Marchantiophyta","Trichocoleaceae","Trichocolea tomentella","M1.1","6","4","4","8","6",4,1,0,0,0,2,"P","procumbent to ascending",7.5,"weft","p","",0,0,0,"Dioicous","","3","erect",1,15,"flat","very rare","spring",0,0,0,0,0
